ticket_id,created_at,channel,customer_tier,language,product_area,subject,description,routed_team,secondary_issue_team,priority,status,ticket_text,text_length_chars,text_length_words
TKT-002214,2025-07-16 09:16:36,email,Basic,English,Premium Device,shipment on my account,Can someone help with this? There seems to be a delay with the shipment. This seems linked to my recent order. Any help would be appreciated.,Orders & Delivery,Unknown,Low,Open,shipment on my account Can someone help with this? There seems to be a delay with the shipment. This seems linked to my recent order. Any help would be appreciated.,164,30
TKT-002683,2025-07-16 12:30:48,email,Free,English,Invoice Portal,Follow-up  on  my  previous  issue,Could you explain the difference between the available options? It involves invoice portal on my side. This may also be related because the password reset process is not working. I do not know if this should go to billing or support. Thanks.,Product Inquiry,Account Access,Low,Pending,Follow-up on my previous issue Could you explain the difference between the available options? It involves invoice portal on my side. This may also be related because the password reset process is not working. I do not know if this should go to billing or support. Thanks.,272,47
TKT-002444,2025-07-16 19:14:22,chat,Enterprise,English,Premium Device,URGENT - Follow-up on my previous issue,"Hi, I think I was charged incorrectly for this. Also, i would like a refund for this order. Please advise.",Billing,Refunds & Returns,Medium,Open,"URGENT - Follow-up on my previous issue Hi, I think I was charged incorrectly for this. Also, i would like a refund for this order. Please advise.",146,27
TKT-002252,2025-07-16 19:57:26,chat,Free,English,Mobile App,Please review this request,"This has become a problem for me. This was working before but now it keeps failing. It involves mobile app on my side. Also, the renewal amount looks different from what I expected. This happened shortly after I updated my details. I would appreciate a quick response.",Technical Support,Billing,Medium,Open,"Please review this request This has become a problem for me. This was working before but now it keeps failing. It involves mobile app on my side. Also, the renewal amount looks different from what I expected. This happened shortly after I updated my details. I would appreciate a quick response.",295,51
TKT-000805,2025-07-16 20:06:01,email,Pro,English,Web App,Question about my account,"This  has  become  a  problem  for  me.  I  appear  to  be  locked  out  and  cannot  get  back  in.  It  involves  web  app  on  my  side.  In  addition,  the  export  fails  halfway  through  and  I  do  not  know  why.  This  started  after  my  last  purchase.  I  need  this  resolved  as  soon  as  possible.  Any  help  would  be  appreciated.",Account Access,Technical Support,Medium,Pending,"Question about my account This has become a problem for me. I appear to be locked out and cannot get back in. It involves web app on my side. In addition, the export fails halfway through and I do not know why. This started after my last purchase. I need this resolved as soon as possible. Any help would be appreciated.",320,61
TKT-DUP-00036,2025-07-17 01:27:23,email,Pro,French,Replacement Unit,URGENT - Question about my account,"Hi team, There seems to be a delay with the shipment. In addition, i think I was charged incorrectly for this. This has been going on since yesterday.",Orders & Delivery,Billing,Medium,Resolved,"URGENT - Question about my account Hi team, There seems to be a delay with the shipment. In addition, i think I was charged incorrectly for this. This has been going on since yesterday.",185,34
TKT-000168,2025-07-17 02:37:21,email,Unknown,English,Starter Kit,wrong item on my account still,This has become a problem for me. The package is missing and I need an update. This is quite frustrating. This is becoming urgent.,Orders & Delivery,Unknown,Low,Open,wrong item on my account still This has become a problem for me. The package is missing and I need an update. This is quite frustrating. This is becoming urgent.,161,30
TKT-001681,2025-07-17 03:10:27,chat,Enterprise,English,Premium Device,Support request,Can  someone  help  with  this?  Delivery  is  taking  longer  than  expected.  Please  let  me  know  what  I  should  do  next.,Orders & Delivery,Unknown,Medium,Open,Support request Can someone help with this? Delivery is taking longer than expected. Please let me know what I should do next.,126,22
TKT-002793,2025-07-17 05:29:58,phone,Pro,English,Premium Device,Problem with Premium Device,"GOOD MORNING, DELIVERY IS TAKING LONGER THAN EXPECTED. IN ADDITION, THE ITEM IS DAMAGED SO I MAY NEED A REPLACEMENT OR REFUND. THIS IS AFFECTING MY WORK TODAY. I WOULD APPRECIATE A QUICK RESPONSE.",Orders & Delivery,Refunds & Returns,High,Open,"Problem with Premium Device GOOD MORNING, DELIVERY IS TAKING LONGER THAN EXPECTED. IN ADDITION, THE ITEM IS DAMAGED SO I MAY NEED A REPLACEMENT OR REFUND. THIS IS AFFECTING MY WORK TODAY. I WOULD APPRECIATE A QUICK RESPONSE.",224,38
TKT-001078,2025-07-17 05:40:21,chat,Pro,English,Web App,Question about Web App again,This has become a problem for me. The app crashes when I try to use this feature.,Technical Support,Unknown,Medium,Resolved,Question about Web App again This has become a problem for me. The app crashes when I try to use this feature.,110,22
TKT-003227,2025-07-17 06:03:03,phone,Basic,English,Replacement Unit,URGENT - Question about Replacement Unit,"Hello, I have not had an update on my refund yet. I am using the service on mobile. Please look into this.",Refunds & Returns,Unknown,Medium,Open,"URGENT - Question about Replacement Unit Hello, I have not had an update on my refund yet. I am using the service on mobile. Please look into this.",147,28
TKT-003108,2025-07-17 13:36:03,email,Free,English,Invoice Portal,probem with Invoice Portal,"Hi  team,  The  amount  shown  on  the  invoice  looks  wrong.  This  has  been  going  on  since  yesterday.  This  is  becoming  urgent.",Billing,Unknown,Low,Resolved,"probem with Invoice Portal Hi team, The amount shown on the invoice looks wrong. This has been going on since yesterday. This is becoming urgent.",145,25
TKT-000820,2025-07-17 13:36:48,chat,Basic,English,Web App,Question about Web App,I  cannot  complete  the  workflow  because  something  keeps  breaking.  This  has  been  going  on  since  yesterday.  I  would  appreciate  a  quick  response.,Technical Support,Unknown,Medium,Resolved,Question about Web App I cannot complete the workflow because something keeps breaking. This has been going on since yesterday. I would appreciate a quick response.,164,26
TKT-000984,2025-07-17 15:51:32,web_form,Pro,French,Web App,isue not resolved,"Hi team, I cannot complete the workflow because something keeps breaking. It involves web app on my side. This happened shortly after I updated my details. Please look into this.",Technical Support,Unknown,Medium,Pending,"isue not resolved Hi team, I cannot complete the workflow because something keeps breaking. It involves web app on my side. This happened shortly after I updated my details. Please look into this.",196,33
TKT-003282,2025-07-17 15:55:09,unknown,Basic,Spanish,Replacement Unit,Issue with recent order,I have not had an update on my refund yet. It involves replacement unit on my side. This is quite frustrating.,Refunds & Returns,Unknown,High,Resolved,Issue with recent order I have not had an update on my refund yet. It involves replacement unit on my side. This is quite frustrating.,134,25
TKT-003600,2025-07-17 18:20:26,phone,Enterprise,English,Subscription Plan,Need support urgently,The renewal amount looks different from what I expected. It involves subscription plan on my side. Please advise.,Billing,Unknown,High,Open,Need support urgently The renewal amount looks different from what I expected. It involves subscription plan on my side. Please advise.,135,21
