ticket_id,created_at,channel,customer_tier,language,product_area,subject,description,routed_team,secondary_issue_team,priority,status
TKT-000156,2025-02-26 23:34:45,web_form,Basic,English,Invoice Portal,Support  request,"Hello, I am not sure why this payment failed. This may also be related because the password reset process is not working. I do not know if this should go to billing or support. This is affecting my work today.",Billing,Account Access,High,Open
TKT-DUP-00083,2025-10-25 07:01:14,chat,Enterprise,English,Premium Device,probem with Premium Device,I need help with something. Tracking has not updated in a while. It involves premium device on my side. I do not know if this should go to billing or support. Please let me know what I should do next. I need help with this.,Orders & Delivery,None,Medium,Pending
TKT-001656,2025-08-01 04:45:26,phone,Basic,English,Web App,Need help with Web App,This has become a problem for me. The password reset process is not working. It involves web app on my side.,Account Access,None,Medium,Resolved
TKT-003211,2025-11-01 14:03:16,email,Basic,French,Starter Kit,URGENT - Problem with recent activity,"Hi  team,  I  have  not  had  an  update  on  my  refund  yet.  It  involves  starter  kit  on  my  side.  In  addition,  tracking  has  not  updated  in  a  while.  I  am  using  the  service  on  mobile.",Refunds & Returns,Orders & Delivery,Medium,Pending
TKT-000305,2025-12-30 07:39:30,email,Basic,English,Replacement Unit,Need an update on this issue,I need my money back if this cannot be resolved. It involves replacement unit on my side. This is affecting my work today. Please advise.,Refunds & Returns,None,High,Open
TKT-002448,2025-07-07 16:39:33,email,Pro,English,Analytics Dashboard,Can someone help,"Hello, I need more information before making a decision. I am using the service on mobile. This is quite frustrating.",Product Inquiry,None,Low,Open
TKT-003204,2025-11-24 10:22:59,chat,Basic,Spanish,Analytics Dashboard,Problem with Analytics Dashboard,"This  has  become  a  problem  for  me.  This  was  working  before  but  now  it  keeps  failing.  In  addition,  i  appear  to  be  locked  out  and  cannot  get  back  in.  This  is  becoming  urgent.",Technical Support,Account Access,High,Open
TKT-002412,2025-05-04 18:48:47,,Basic,English,Starter Kit,Can  someone  help,I need help with something. I need more information before making a decision. Please advise.,Product Inquiry,None,High,Open
TKT-DUP-00176,2025-01-09 13:36:00,email,Pro,English,Invoice Portal,Follow-up on my previous issue,This  has  become  a  problem  for  me.  I  am  not  sure  why  this  payment  failed.,Billing,None,Low,Open
TKT-003187,2025-10-08 08:36:10,chat,Pro,English,Subscription Plan,Need suport urgently,"Hello, I need more information before making a decision. At the same time, i am not sure why this payment failed. Please look into this.",Product Inquiry,Billing,Low,Open
TKT-001308,2025-11-06 04:51:28,web_form,,Spanish,API,Question about API,I need help with something. The issue seems technical because the same step keeps timing out. This is becoming urgent.,Technical Support,None,High,Open
TKT-002111,2025-09-26 22:10:43,web_form,Basic,English,Mobile App,Need help with Mobile App,I cannot sign in to my account at the moment. This started after my last purchase. This is affecting my work today. Thanks.,Account Access,None,High,Pending
TKT-000576,2025-06-19 17:33:59,chat,Free,English,Web App,Question about Web App,"Hi team, Authentication is not going through on my side. I am using the web version. please advise.",Account Access,None,High,Resolved
TKT-002460,2025-08-18 03:15:11,email,Enterprise,English,Admin Console,Need an update again,Could you explain the difference between the available options? It involves admin console on my side. I have already tried a few times with no success. Any help would be appreciated.,Product Inquiry,None,Low,Resolved
TKT-003233,2025-03-12 02:36:51,email,Free,English,Premium Device,isue with damaged item,The product arrived damaged and I need help with next steps. I do not know if this should go to billing or support.,Refunds & Returns,None,High,Open
TKT-003298,2025-06-14 15:35:56,phone,Basic,Spanish,Premium Device,PLEASE REVIEW THIS REQUEST,"Hi, I would like a refund for this order. It involves premium device on my side. Thanks.",Refunds & Returns,None,Low,Pending
TKT-001707,2025-04-15 09:38:14,chat,Basic,English,Premium Device,URGENT - Problem with Premium Device,The item is damaged so I may need a replacement or refund. It involves premium device on my side. This happened shortly after I updated my details. This is affecting my work today. Any help would be appreciated.,Refunds & Returns,None,Medium,Pending
TKT-001300,2025-01-05 11:51:45,chat,Free,French,Web App,Need help with my account,The export fails halfway through and I do not know why. Please advise.,Technical Support,None,Medium,Open
TKT-000133,2025-01-17 07:24:23,web_form,Free,English,Web App,Question about Web App,I  need  help  with  something.  I  am  comparing  plans  and  need  clarification.  This  may  also  be  related  because  i  noticed  an  unexpected  charge  and  need  clarification.  I  noticed  this  after  trying  to  make  a  payment.  Please  look  into  this.,Product Inquiry,Billing,High,Open
TKT-002801,2025-03-17 15:47:43,web_form,Enterprise,English,Admin Console,Follow-up on my previous issue,"Hi team, The login step keeps failing even though my details should be correct. It involves admin console on my side. I am using the service on mobile. I would appreciate a quick response.",Account Access,None,Medium,Open
TKT-003024,2025-08-07 09:26:43,email,Enterprise,French,Mobile App,Question about my account,Can someone help with this? The login step keeps failing even though my details should be correct. Thanks.,Account Access,None,High,Open
TKT-001887,2025-06-13 02:09:24,chat,Basic,English,Premium Device,package on my account,"Hi, I cannot tell where the order currently is. This is affecting my work today. Please let me know what I should do next.",Orders & Delivery,None,Medium,Open
TKT-000844,2025-06-14 13:37:26,phone,Pro,English,Premium Device,Need an update on this issue,This  has  become  a  problem  for  me.  There  appears  to  be  an  issue  with  the  dispatch.  It  involves  premium  device  on  my  side.  I  noticed  this  after  trying  to  make  a  payment.  Any  help  would  be  appreciated.,Orders & Delivery,None,High,Open
TKT-001629,2025-07-19 13:00:42,chat,Free,English,API,Problem with service,The page is not loading properly and I cannot complete the task. This is quite frustrating. Please look into this.,Technical Support,,Medium,Resolved
TKT-002004,2025-07-25 10:37:32,chat,Pro,English,Customer Portal,Support request,"Good morning, I think I was charged incorrectly for this. It involves customer portal on my side. This seems linked to my recent order. Please advise.",Billing,None,Low,Open
TKT-000270,2025-05-31 18:30:02,email,Pro,English,Starter Kit,probem with Starter Kit,This has become a problem for me. Could you explain the difference between the available options? I would appreciate a quick response.,Product Inquiry,None,Medium,Resolved
TKT-000630,2025-09-02 00:34:19,email,Free,English,Subscription Plan,pls check this,"Hi, I think I was charged incorrectly for this. It involves subscription plan on my side. I am using the service on mobile. Thanks.",Billing,None,High,Open
TKT-001731,2025-03-22 12:37:46,chat,Pro,English,API,PROBLEM WITH SERVICE,"Hi, The issue seems technical because the same step keeps timing out. It involves api on my side. This seems linked to my recent order. Any help would be appreciated.",Technical Support,None,Medium,Resolved
TKT-001034,2025-10-16 10:36:40,web_form,Free,English,Starter Kit,Issue with recent order,"Hi, The product arrived damaged and I need help with next steps. It involves starter kit on my side. Also, delivery is taking longer than expected. I need this resolved as soon as possible.",Refunds & Returns,Orders & Delivery,Medium,Resolved
TKT-002688,2025-12-31 07:05:07,email,Basic,French,Invoice Portal,Issue not resolved,"Could you explain the difference between the available options? At the same time, i need someone to review the billing on this account. This started after my last purchase. I was hoping this would be fixed by now. I would appreciate a quick response.",Product Inquiry,Billing,High,Pending
TKT-000287,2025-07-08 02:30:51,phone,Pro,English,Web App,Issue not resolved today,"Hi  team,  The  issue  seems  technical  because  the  same  step  keeps  timing  out.  Also,  authentication  is  not  going  through  on  my  side.  I  need  this  resolved  as  soon  as  possible.",Technical Support,Account Access,High,Open
TKT-001327,2025-09-27 08:55:58,web_form,N/A,English,Premium Device,Support request,"Hi team, I am not sure whether this product supports my use case. This is quite frustrating. Thanks.",Product Inquiry,None,Low,Open
TKT-002777,2025-12-17 22:27:38,chat,Pro,French,Admin Console,Question about my account,"Good morning, This looks like an account access problem. It involves admin console on my side. This may also be related because i noticed an unexpected charge and need clarification. I have already tried a few times with no success. I would appreciate a quick response.",Account Access,Billing,High,Resolved
TKT-000301,2025-06-22 10:33:50,email,Enterprise,English,Subscription Plan,not as expected on my acount,"Hello, The item is damaged so I may need a replacement or refnd. At the same time, i noticed an unexpected charge and need clarification. I have already tried a few times with no success.",Refunds & Returns,Billing,Low,Pending
TKT-002998,2025-03-08 00:09:15,email,Pro,English,API,URGENT - Question about API,This has become a problem for me. I cannot complete the workflow because something keeps breaking. It involves api on my side. I noticed this after trying to make a payment. I need this resolved as soon as possible.,Technical Support,None,High,Pending
TKT-003391,2025-01-03 03:50:34,email,Pro,French,Premium Device,Issue with refund,Can someone help with this? I am trying to return this purchase. It involves premium device on my side. I am using the web version. I was hoping this would be fixed by now.,Refunds & Returns,None,Medium,Open
TKT-001448,2025-03-13 16:07:19,phone,Free,English,Starter Kit,Need support urgently,"Can someone help with this? There seems to be a delay with the shipment. At the same time, i want to know the status of the return request. This is quite frustrating.",Orders & Delivery,Refunds & Returns,Medium,Resolved
TKT-001473,2025-12-21 19:22:36,chat,Free,English,Analytics Dashboard,Need help with Analytics Dashboard,"Hi, The page is not loading properly and I cannot complete the task. I am using the web version.",Technical Support,None,High,Open
TKT-002729,2025-05-10 15:24:52,web_form,Pro,English,Mobile App,URGENT - isue with login,I need help with something. The login step keeps failing even though my details should be correct. It involves mobile app on my side. This seems linked to my recent order. I need this resolved as soon as possible. pls let me know what I should do next.,Account Access,None,High,Open
